DEG MITF-X6 vs EV-SkMEL28,,,,,,,,,,,,,
target_id,ens_gene,ext_gene,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,LogFC
ENST00000262120,ENSG00000128791,TWSG1,0.000116587,0.003305886,0.424704614,0.110221449,6.925101082,0.069273263,0.002085909,0.018608229,0.022211627,0.022211627,0.612718829
ENST00000400334,ENSG00000197563,PIGN,0.001339087,0.026858296,0.427730755,0.133354623,6.390465471,0.063300779,0.009274768,0.003591608,0.026292143,0.026292143,0.617084623
ENST00000295770,ENSG00000163527,STT3B,9.60E-05,0.002792984,0.427923255,0.109709026,8.626959253,0.063794039,0.000283944,0.013102998,0.023788197,0.023788197,0.617362342
ENST00000361778,ENSG00000165282,PIGO,0.000378093,0.00915003,0.428434209,0.120518628,6.814923963,0.067054037,0.006199397,0.010845022,0.022850082,0.022850082,0.618099492
ENST00000323468,ENSG00000178202,KDELC2,4.36E-05,0.001396882,0.428866967,0.104919584,8.145811269,0.068197108,0.0008746,0.017379734,0.021141638,0.021141638,0.618723831
ENST00000261537,ENSG00000101752,MIB1,2.51E-05,0.00086027,0.431609767,0.102431795,7.679926199,0.063442266,0.000677276,0.011243037,0.020307269,0.020307269,0.622680852
ENST00000376747,ENSG00000102595,UGGT2,0.000252728,0.00649389,0.43173251,0.117976475,6.472227372,0.068887201,0.002338043,0.015899371,0.025498855,0.025498855,0.622857933
ENST00000489567,ENSG00000124783,SSR1,0.000108976,0.003124093,0.433027469,0.111902523,7.03710933,0.068890966,0.00338069,0.01448784,0.021663659,0.021663659,0.624726162
ENST00000513973,ENSG00000013375,PGM3,5.00E-05,0.001578779,0.436025955,0.107507096,7.115623674,0.061746179,0.00177778,0.006886551,0.021337772,0.021337772,0.62905206
ENST00000264065,ENSG00000077232,DNAJC10,0.000204051,0.005416263,0.437152793,0.117705684,6.570938969,0.060965167,0.003075448,0.004349726,0.024633808,0.024633808,0.630677743
ENST00000218348,ENSG00000102226,USP11,3.96E-05,0.001283785,0.437809522,0.106531894,7.29418053,0.072615571,0.001930459,0.018895314,0.020767629,0.020767629,0.631625201
ENST00000430215,ENSG00000115486,GGCX,3.66E-05,0.001196167,0.438504147,0.106225409,7.127708987,0.062410018,0.001275913,0.00744048,0.021291762,0.021291762,0.632627333
ENST00000368324,ENSG00000132718,SYT11,3.37E-05,0.001116291,0.438624742,0.105771752,7.126854668,0.058039205,0.001080348,0.002501503,0.021294979,0.021294979,0.632801315
ENST00000353704,ENSG00000107175,CREB3,4.12E-05,0.001329149,0.438954972,0.107051333,7.740951064,0.060995624,0.002591097,0.004343309,0.020328879,0.020328879,0.633277736
ENST00000253814,ENSG00000131507,NDFIP1,2.21E-05,0.000766763,0.4408462,0.103900505,8.164887593,0.068583934,0.000380823,0.014851976,0.021209807,0.021209807,0.636006199
ENST00000299157,ENSG00000166130,IKBIP,1.64E-05,0.000587601,0.441939508,0.102551341,7.531476693,0.069303323,0.000671411,0.015078956,0.020362144,0.020362144,0.637583508
ENST00000538427,ENSG00000055208,TAB2,2.64E-05,0.00089974,0.442570032,0.105303435,7.282726854,0.06561307,0.001380381,0.00987879,0.020797246,0.020797246,0.63849316
ENST00000251047,ENSG00000074695,LMAN1,0.000115634,0.003281598,0.442628045,0.114813154,8.89185191,0.064768894,0.000169823,0.010087358,0.026194297,0.026194297,0.638576856
ENST00000316902,ENSG00000092068,SLC7A8,0.000447356,0.010587843,0.444349278,0.12657916,9.286522649,0.068706579,0.000638567,0.013703681,0.031406,0.031406,0.641060069
ENST00000261942,ENSG00000113194,FAF2,3.11E-05,0.001039563,0.444377498,0.106681661,8.43384237,0.06422785,0.000278833,0.008829872,0.022483121,0.022483121,0.641100781
ENST00000367123,ENSG00000171943,SRGAP2C,2.15E-05,0.000751313,0.445967949,0.104966184,8.219841409,0.069726168,0.00061375,0.014437642,0.021422049,0.021422049,0.643395315
ENST00000268035,ENSG00000140443,IGF1R,0.00011248,0.003202833,0.448850341,0.116223371,8.530537826,0.071538412,0.003922857,0.012383081,0.023092887,0.023092887,0.647553726
ENST00000256079,ENSG00000133704,IPO8,1.42E-05,0.000517105,0.449495279,0.103537197,8.097420592,0.062700384,0.000458664,0.005343116,0.020981239,0.020981239,0.648484174
ENST00000421351,ENSG00000112378,PERP,1.42E-05,0.000517351,0.450691161,0.103817997,8.157729306,0.069830209,0.000372456,0.013388613,0.021183897,0.021183897,0.650209465
ENST00000378438,ENSG00000182220,ATP6AP2,0.000126996,0.003566694,0.451949239,0.117934302,8.066115753,0.082202604,0.000433463,0.027383536,0.020886926,0.027383536,0.652024487
ENST00000226760,ENSG00000109501,WFS1,0.000223643,0.005860513,0.452158656,0.122513193,6.496383299,0.078579341,0.004740497,0.018786251,0.025278468,0.025278468,0.652326612
ENST00000321612,ENSG00000178445,GLDC,2.24E-05,0.000778947,0.453551018,0.106989854,7.708572635,0.078397,0.000622307,0.02227135,0.0203142,0.02227135,0.654335364
ENST00000355689,ENSG00000197557,TTC30A,0.000107306,0.003082742,0.453559111,0.117094401,6.489199624,0.062669323,0.002078813,0.002463442,0.025343385,0.025343385,0.654347039
ENST00000239165,ENSG00000260027,HOXB7,6.45E-05,0.001968869,0.453846689,0.113580004,6.67139347,0.078715283,0.001962089,0.021213469,0.023838746,0.023838746,0.654761928
ENST00000373275,ENSG00000165288,BRWD3,0.000305539,0.007642757,0.454059339,0.125758764,6.248736029,0.071874124,0.003759859,0.011369992,0.027870675,0.027870675,0.655068716
ENST00000269097,ENSG00000141349,G6PC3,0.000118575,0.003349646,0.456645619,0.118638442,6.886544833,0.083707343,0.002752406,0.025397753,0.022423577,0.025397753,0.658799927
ENST00000375208,ENSG00000127463,EMC1,2.07E-05,0.000725296,0.45703375,0.107353834,8.032113364,0.076479511,0.002256904,0.017342575,0.020792787,0.020792787,0.659359881
ENST00000299608,ENSG00000166479,TMX3,7.16E-06,0.000281548,0.458657356,0.102173634,7.825909436,0.074133088,0.000476793,0.01588962,0.020402109,0.020402109,0.661702248
ENST00000260746,ENSG00000138175,ARL3,0.000242978,0.006282721,0.460206409,0.125412223,6.16827412,0.079509221,0.0025516,0.019612512,0.028904851,0.028904851,0.663937057
ENST00000272519,ENSG00000144118,RALB,2.47E-05,0.00084768,0.46047122,0.109186252,7.916551878,0.071647039,0.003307038,0.009603259,0.020536237,0.020536237,0.664319099
ENST00000414423,ENSG00000162923,WDR26,1.49E-05,0.000540279,0.460735167,0.106394383,7.821208342,0.080055852,0.001049432,0.021590097,0.020396737,0.021590097,0.664699894
ENST00000237530,ENSG00000118705,RPN2,0.000310893,0.00775377,0.461063572,0.127858329,9.352885749,0.081629196,0.000182332,0.024191858,0.032513173,0.032513173,0.665173681
ENST00000261951,ENSG00000113300,CNOT6,2.20E-05,0.000764454,0.465092875,0.109588664,7.468035379,0.072559245,0.003587313,0.008961345,0.020432037,0.020432037,0.670986733
ENST00000297273,ENSG00000127995,CASD1,7.64E-05,0.002288392,0.467413894,0.118168374,6.491508856,0.082496893,0.002605069,0.020816056,0.02532246,0.02532246,0.674335253
ENST00000551812,ENSG00000076108,BAZ2A,2.66E-05,0.000905518,0.468968025,0.111632034,7.421063294,0.07706669,0.004421626,0.012179176,0.020501796,0.020501796,0.676577389
ENST00000264896,ENSG00000138760,SCARB2,0.000245516,0.0063356,0.469119092,0.127933687,9.356291668,0.085375601,0.00016203,0.026085264,0.032572027,0.032572027,0.676795332
ENST00000405409,ENSG00000100320,RBFOX2,4.77E-06,0.000196006,0.469282132,0.102586258,7.671502704,0.073727171,0.000741569,0.011864891,0.020306312,0.020306312,0.677030549
ENST00000264689,ENSG00000109775,UFSP2,0.000553008,0.012693509,0.469402654,0.135914057,6.073929363,0.081792833,0.006675095,0.015303593,0.030270167,0.030270167,0.677204425
ENST00000392547,ENSG00000115935,WIPF1,1.08E-05,0.000407542,0.470441193,0.10691474,8.446193145,0.073342362,0.000305225,0.011489224,0.022556298,0.022556298,0.67870272
ENST00000446594,ENSG00000226539,AC012512.1,3.41E-05,0.001125465,0.471190061,0.11369371,6.663646658,0.076434749,0.00195513,0.013212053,0.02389739,0.02389739,0.679783108
ENST00000335251,ENSG00000164066,INTU,6.74E-05,0.002044804,0.473015219,0.118687582,6.423821047,0.07592428,0.002214225,0.011782969,0.025959259,0.025959259,0.682416252
ENST00000360568,ENSG00000072682,P4HA2,0.001691475,0.032593875,0.473992934,0.150969804,6.679680129,0.07337421,0.021807139,-0.011093661,0.023776625,0.023776625,0.683826795
ENST00000264431,ENSG00000109756,RAPGEF2,6.33E-05,0.001941634,0.474328262,0.118582001,6.708239809,0.088387841,0.001787272,0.02633611,0.023567353,0.02633611,0.68431057
ENST00000256497,ENSG00000134109,EDEM1,4.60E-06,0.000190133,0.474770561,0.10361305,8.122434447,0.07026541,0.000409408,0.006431209,0.021061921,0.021061921,0.684948674
ENST00000397511,ENSG00000124783,SSR1,6.75E-06,0.000267465,0.475099026,0.105541644,8.220152012,0.069829935,0.000854761,0.005373801,0.021423316,0.021423316,0.685422548
ENST00000602402,ENSG00000102580,DNAJC3,3.76E-06,0.000158277,0.475587012,0.102848047,7.936549022,0.078904931,0.000581733,0.016079685,0.020573709,0.020573709,0.686126562
ENST00000371224,ENSG00000059573,ALDH18A1,6.13E-05,0.001884822,0.475803672,0.118723356,7.693098237,0.08884587,0.003103406,0.025087064,0.020309751,0.025087064,0.686439136
ENST00000410026,ENSG00000173559,NABP1,6.13E-05,0.001884776,0.478550174,0.119402104,6.712836487,0.089871841,0.002248506,0.026265219,0.023534364,0.026265219,0.690401499
ENST00000542569,ENSG00000156671,SAMD8,2.37E-05,0.000815665,0.480073524,0.113566821,6.914768074,0.081003817,0.00352761,0.014153314,0.022267236,0.022267236,0.692599227
ENST00000402966,ENSG00000184208,C22orf46,2.36E-05,0.000813302,0.481791826,0.113952613,6.635827448,0.086224955,0.001858826,0.0213625,0.02411157,0.02411157,0.695078211
ENST00000397977,ENSG00000104613,INTS10,3.73E-06,0.000157357,0.482528292,0.104313151,7.417431534,0.07677047,0.001254637,0.010699728,0.02050783,0.02050783,0.696140705
ENST00000369085,ENSG00000151929,BAG3,2.17E-06,9.61E-05,0.486986181,0.102811165,7.588261156,0.075356572,0.00081708,0.008047074,0.020323191,0.020323191,0.702572076
ENST00000306376,ENSG00000244405,ETV5,4.30E-05,0.001379226,0.487046158,0.119057205,8.639962191,0.092074762,0.000290705,0.028058531,0.023888922,0.028058531,0.702658604
ENST00000306085,ENSG00000169871,TRIM56,3.71E-06,0.00015649,0.487212136,0.105296716,7.643896746,0.086828587,0.000745544,0.021429253,0.020306609,0.021429253,0.702898059
ENST00000262498,ENSG00000070761,CFAP20,9.98E-06,0.000378675,0.487632155,0.110385072,6.863446505,0.07031647,0.001813304,0.000960872,0.022556424,0.022556424,0.703504019
ENST00000333896,ENSG00000115306,SPTBN1,3.85E-05,0.001250673,0.48801608,0.118556134,8.836338061,0.092140867,0.000393455,0.027717658,0.025625464,0.027717658,0.704057904
ENST00000551848,ENSG00000151746,BICD1,0.000420625,0.010042946,0.48818085,0.138420607,5.913597601,0.090801455,0.00527338,0.021221469,0.033047149,0.033047149,0.704295618
ENST00000622306,ENSG00000185164,NOMO2,1.11E-05,0.000417979,0.490335775,0.11159096,8.529976968,0.083331922,0.001815982,0.015261536,0.023089102,0.023089102,0.707404515
ENST00000576463,ENSG00000262795,IFNGR2,0.000140653,0.003909716,0.490364178,0.128805378,7.31911874,0.097143422,0.003859649,0.029322002,0.020706385,0.029322002,0.707445492
ENST00000607778,ENSG00000272047,GTF2H5,9.72E-05,0.002824967,0.490664558,0.125896781,6.612010936,0.09595763,0.001800147,0.029899852,0.024299413,0.029899852,0.707878849
ENST00000434494,ENSG00000167004,PDIA3,0.000117083,0.003317162,0.491081046,0.127482145,9.343285823,0.094708033,0.000155024,0.029950816,0.032348371,0.032348371,0.708479714
ENST00000342374,ENSG00000132824,SERINC3,1.80E-06,8.09E-05,0.492504288,0.103149227,7.614732051,0.081291897,0.000966888,0.013020167,0.020312638,0.020312638,0.710533016
ENST00000351870,ENSG00000127989,MTERF1,0.000111423,0.003179855,0.492577322,0.127469766,6.274444009,0.084595495,0.004934323,0.012882949,0.02756276,0.02756276,0.710638381
ENST00000345330,ENSG00000156642,NPTN,4.76E-05,0.001510438,0.492608028,0.121116989,7.70991864,0.094479605,0.001705507,0.027633143,0.020314665,0.027633143,0.710682681
ENST00000225719,ENSG00000108582,CPD,3.03E-06,0.000130311,0.495307492,0.106096896,8.337941689,0.081722764,0.000552937,0.013013784,0.021960166,0.021960166,0.714577181
ENST00000317483,ENSG00000112210,RAB23,9.36E-05,0.002732182,0.495552724,0.126847316,6.178284618,0.093370756,0.003410443,0.023664605,0.02877004,0.02877004,0.714930976
ENST00000451899,ENSG00000164823,OSGIN2,4.08E-05,0.001317501,0.496096907,0.120913932,7.495754199,0.091401544,0.008842289,0.015755466,0.020398069,0.020398069,0.715716067
ENST00000612696,ENSG00000244306,AL589743.1,3.36E-05,0.001114702,0.496197581,0.119641611,6.485398896,0.076121221,0.003250288,0.003487124,0.025377943,0.025377943,0.715861308
ENST00000272167,ENSG00000143819,EPHX1,0.000119237,0.003366934,0.496814849,0.129120318,6.900168632,0.099102095,0.005373282,0.027970831,0.022347292,0.027970831,0.716751836
ENST00000263708,ENSG00000088179,PTPN4,2.98E-05,0.00100333,0.497096674,0.119064376,6.47810922,0.090610136,0.002908013,0.020435445,0.025444638,0.025444638,0.717158424
ENST00000398022,ENSG00000101337,TM9SF4,3.64E-06,0.000154067,0.497723971,0.107477872,7.465936466,0.08762118,0.002668159,0.016980167,0.020434827,0.020434827,0.718063422
ENST00000524189,ENSG00000197892,KIF13B,5.58E-06,0.000225818,0.499370613,0.109954569,6.883355791,0.085776083,0.00173836,0.015210067,0.022441655,0.022441655,0.720439022
ENST00000393888,ENSG00000173786,CNP,1.64E-05,0.000589198,0.49969355,0.115981842,8.506093462,0.094401249,0.000330082,0.026573493,0.022930664,0.026573493,0.720904922
ENST00000383791,ENSG00000131370,SH3BP5,1.81E-06,8.13E-05,0.500090349,0.104771462,8.078617126,0.07976968,0.001030413,0.008670762,0.020923706,0.020923706,0.721477381
ENST00000380764,ENSG00000124535,WRNIP1,5.84E-05,0.001811797,0.500168622,0.124449969,6.616801037,0.098027263,0.004560612,0.026414978,0.024261288,0.026414978,0.721590305
ENST00000303155,ENSG00000171208,NETO2,2.17E-06,9.61E-05,0.501424794,0.105855787,7.230555245,0.08825036,0.001466805,0.017683007,0.02094409,0.02094409,0.723402577
ENST00000399352,ENSG00000205726,ITSN1,1.61E-05,0.000577582,0.502492801,0.116493517,6.723819882,0.080980241,0.003685166,0.006625443,0.023456313,0.023456313,0.724943385
ENST00000491511,ENSG00000144815,NXPE3,4.80E-05,0.001522553,0.50289061,0.123705135,6.552976794,0.084081231,0.005821434,0.007973681,0.024784487,0.024784487,0.725517302
ENST00000207870,ENSG00000093217,XYLB,7.11E-05,0.002145151,0.503208536,0.126672953,6.217354986,0.07789202,0.003831184,0.002636563,0.028260891,0.028260891,0.725975971
ENST00000341590,ENSG00000073712,FERMT2,0.000107904,0.00309861,0.503851827,0.130123859,6.895090247,0.101559993,0.008792119,0.025072319,0.022375549,0.025072319,0.726904043
ENST00000374168,ENSG00000117676,RPS6KA1,7.94E-05,0.002364094,0.504748155,0.1279066,6.541359503,0.098526184,0.00783674,0.022186909,0.024883457,0.024883457,0.728197171
ENST00000629832,ENSG00000281877,RPS6KA1,7.94E-05,0.002364094,0.504748155,0.1279066,6.541359503,0.098526184,0.00783674,0.022186909,0.024883457,0.024883457,0.728197171
ENST00000395957,ENSG00000164924,YWHAZ,3.59E-05,0.001176744,0.505092917,0.122218438,6.569296803,0.087049062,0.005227225,0.011290396,0.024647468,0.024647468,0.728694557
ENST00000528499,ENSG00000084234,APLP2,9.37E-05,0.002734164,0.505572091,0.1294247,6.393433428,0.088094742,0.007239527,0.010336626,0.02626198,0.02626198,0.729385858
ENST00000285599,ENSG00000013288,MAN2B2,0.000803532,0.017372146,0.506642184,0.151165392,5.723100249,0.092117375,0.008398826,0.013509344,0.037303126,0.037303126,0.730929675
ENST00000480753,ENSG00000138434,SSFA2,0.000119732,0.003378101,0.507419585,0.131911275,6.01100018,0.082696461,0.003515649,0.007138676,0.03128552,0.03128552,0.732051227
ENST00000352689,ENSG00000128585,MKLN1,9.34E-07,4.45E-05,0.507470925,0.103458506,7.526009075,0.079938525,0.001040254,0.006379112,0.020367071,0.020367071,0.732125294
ENST00000379046,ENSG00000181019,NQO1,1.37E-05,0.000501341,0.508513623,0.116932539,8.908558833,0.08760859,0.000973778,0.015040875,0.026372659,0.026372659,0.733629589
ENST00000357903,ENSG00000142192,APP,0.000161612,0.004417937,0.508942436,0.13490809,8.676171327,0.105206731,0.001982227,0.034418159,0.024178406,0.034418159,0.734248235
ENST00000453505,ENSG00000240849,TMEM189,0.001052627,0.021884096,0.51026148,0.155754168,6.157356858,0.089293074,0.019464752,-0.002078425,0.02905397,0.02905397,0.736151212
ENST00000371065,ENSG00000213625,LEPROT,1.11E-06,5.19E-05,0.510334193,0.104753692,7.688312479,0.083069228,0.001637962,0.008462475,0.02030871,0.02030871,0.736256113
ENST00000310823,ENSG00000151694,ADAM17,1.08E-05,0.000408128,0.510801167,0.116100717,7.506314224,0.097655454,0.000756647,0.026202106,0.02038653,0.026202106,0.736929815
ENST00000421367,ENSG00000107566,ERLIN1,6.65E-07,3.28E-05,0.512228538,0.103035045,7.54355078,0.081397708,0.000880443,0.006624191,0.020351998,0.020351998,0.738989074
ENST00000570311,ENSG00000263142,LRRC37A17P,0.001485311,0.029245377,0.512453292,0.16127368,5.465997915,0.07739185,0.006669115,-0.003914749,0.045349285,0.045349285,0.739313326
ENST00000393360,ENSG00000050748,MAPK9,7.23E-05,0.002174884,0.512943968,0.129247601,6.818055696,0.078571796,0.010579359,-0.006616102,0.022830526,0.022830526,0.740021221
ENST00000247194,ENSG00000126790,L3HYPDH,0.000231078,0.006018079,0.513024381,0.139319184,5.85867457,0.083713295,0.004664694,0.005269478,0.034154976,0.034154976,0.740137233
ENST00000381346,ENSG00000072042,RDH11,6.65E-06,0.000263771,0.513097658,0.113901867,7.681996573,0.097460291,0.001479462,0.024467808,0.02030758,0.024467808,0.740242949
ENST00000502346,ENSG00000174695,TMEM167A,1.39E-06,6.37E-05,0.513519548,0.106393061,8.36871082,0.084199311,0.000519626,0.009812128,0.022119341,0.022119341,0.740851608
ENST00000376352,ENSG00000166263,STXBP4,0.000502168,0.01167294,0.514027532,0.147726147,5.680344844,0.096043123,0.005211567,0.018763976,0.038434462,0.038434462,0.741584472
ENST00000583313,ENSG00000265241,RBM8A,7.81E-07,3.77E-05,0.515315985,0.104311597,7.329950834,0.088920208,0.001080656,0.014142732,0.020681163,0.020681163,0.743443315
ENST00000380455,ENSG00000124588,NQO2,5.30E-06,0.000215683,0.515681084,0.113276451,6.690522277,0.087162858,0.001966808,0.011080867,0.023696301,0.023696301,0.743970041
ENST00000308234,ENSG00000174136,RGMB,0.000402891,0.009663825,0.516587232,0.146003552,5.939093899,0.090864066,0.01007205,0.006981905,0.032562025,0.032562025,0.745277336
ENST00000419036,ENSG00000033867,SLC4A7,5.22E-05,0.001638984,0.516625849,0.127696734,7.356908036,0.081690219,0.011990909,-0.005653076,0.020622003,0.020622003,0.745333049
ENST00000361564,ENSG00000198856,OSTC,9.97E-07,4.73E-05,0.518305738,0.105944849,7.556425561,0.095996201,0.000809488,0.021639134,0.020342288,0.021639134,0.747756615
ENST00000342907,ENSG00000157350,ST3GAL2,4.76E-06,0.000195499,0.51891826,0.113418545,6.768309582,0.095557594,0.002576359,0.019148781,0.023151174,0.023151174,0.748640297
ENST00000401867,ENSG00000072682,P4HA2,0.000451391,0.010672162,0.519981661,0.148224954,5.853551428,0.092019301,0.009678381,0.007550495,0.034262893,0.034262893,0.750174459
ENST00000238856,ENSG00000119844,AFTPH,3.03E-06,0.000130311,0.520514654,0.11149491,7.070290797,0.084312268,0.003342041,0.004710437,0.021520189,0.021520189,0.750943404
ENST00000359213,ENSG00000121578,B4GALT4,2.69E-05,0.000911117,0.521468406,0.124200619,6.773170775,0.096346136,0.007732695,0.01402803,0.023118892,0.023118892,0.752319378
ENST00000366661,ENSG00000143643,TTC13,2.42E-05,0.00083142,0.521803208,0.123577803,6.412338587,0.090209206,0.00447059,0.010013954,0.026072356,0.026072356,0.752802395
ENST00000262719,ENSG00000081913,PHLPP1,1.21E-06,5.60E-05,0.521813794,0.107497257,7.01726545,0.097240899,0.001357792,0.021326711,0.021753528,0.021753528,0.752817667
ENST00000393640,ENSG00000157350,ST3GAL2,0.000739949,0.016193982,0.524509709,0.155441025,5.696380204,0.0954736,0.010322155,0.009360233,0.03800167,0.03800167,0.756707047
ENST00000259253,ENSG00000136731,UGGT1,3.21E-06,0.0001373,0.525088086,0.11275446,8.758792825,0.094424546,0.000537138,0.017719,0.024889999,0.024889999,0.757541468
ENST00000406875,ENSG00000064393,HIPK2,2.67E-05,0.000907888,0.526351946,0.125312615,7.005643177,0.106075966,0.001450367,0.029956135,0.021807589,0.029956135,0.759364832
ENST00000343638,ENSG00000108312,UBTF,1.64E-05,0.000589198,0.528035598,0.122557835,6.78389176,0.105412609,0.006061319,0.023979527,0.023048428,0.023979527,0.761793827
ENST00000337435,ENSG00000170113,NIPA1,3.17E-07,1.67E-05,0.528603945,0.10338358,7.555381878,0.083528882,0.001033297,0.003276355,0.020343032,0.020343032,0.762613777
ENST00000379426,ENSG00000205269,TMEM170B,0.000392003,0.009432739,0.529772145,0.149424806,5.632571499,0.101635344,0.004868251,0.020153476,0.039787294,0.039787294,0.764299132
ENST00000357480,ENSG00000082641,NFE2L1,8.76E-06,0.000337448,0.530048081,0.119227397,8.242884321,0.098406796,0.006912193,0.014245413,0.021518151,0.021518151,0.764697224
ENST00000614999,ENSG00000270629,NBPF14,0.000800773,0.017322371,0.530084395,0.158114851,6.389403954,0.090667317,0.023697654,-0.011582274,0.026302958,0.026302958,0.764749614
ENST00000251020,ENSG00000103449,SALL1,0.000104651,0.003010296,0.532490381,0.137255805,6.311535513,0.11330884,0.008059042,0.02961927,0.027136156,0.02961927,0.768220715
ENST00000276461,ENSG00000147475,ERLIN2,2.77E-07,1.47E-05,0.533452504,0.10381329,7.379196192,0.095271776,0.000977434,0.01531578,0.020576964,0.020576964,0.769608765
ENST00000273047,ENSG00000144566,RAB5A,1.19E-06,5.52E-05,0.534169821,0.109971517,6.97552945,0.089007364,0.002234864,0.006494594,0.021952605,0.021952605,0.770643633
ENST00000308488,ENSG00000048649,RSF1,1.95E-06,8.70E-05,0.534507036,0.112333938,6.895552885,0.100057661,0.002864861,0.018636485,0.022372966,0.022372966,0.771130132
ENST00000622772,ENSG00000276935,MBOAT7,0.000686302,0.01519326,0.534744669,0.157509768,5.633035892,0.10086204,0.009844984,0.012510109,0.039773671,0.039773671,0.771472964
ENST00000610921,ENSG00000273592,MBOAT7,0.000686302,0.01519326,0.534744669,0.157509768,5.633035892,0.10086204,0.009844984,0.012510109,0.039773671,0.039773671,0.771472964
ENST00000533601,ENSG00000139998,RAB15,0.000163694,0.004469448,0.535139975,0.14197263,7.136819648,0.116374903,0.013688863,0.026623592,0.021257802,0.026623592,0.772043269
ENST00000370898,ENSG00000254685,FPGT,8.67E-07,4.16E-05,0.535352969,0.108817723,6.952698146,0.095389653,0.001615247,0.014138415,0.022067347,0.022067347,0.772350553
ENST00000333449,ENSG00000185475,TMEM179B,8.19E-05,0.002427298,0.535476667,0.135947577,6.276796885,0.113607349,0.003198237,0.033765251,0.027535089,0.033765251,0.772529012
ENST00000265735,ENSG00000127990,SGCE,1.14E-06,5.34E-05,0.538643113,0.110715095,7.272714377,0.098934397,0.003691758,0.015019572,0.020823907,0.020823907,0.777097225
ENST00000396861,ENSG00000111640,GAPDH,0.000997248,0.020938496,0.539876032,0.164031144,7.686378641,0.105541211,0.033504098,-0.007528061,0.020308335,0.020308335,0.77887595
ENST00000429644,ENSG00000114480,GBE1,0.000174982,0.004733741,0.540021063,0.143904304,6.047627303,0.085040866,0.01073323,-0.008726469,0.030683667,0.030683667,0.779085185
ENST00000370132,ENSG00000137992,DBT,5.91E-06,0.000237906,0.540099164,0.119237787,6.443330436,0.10620801,0.002664719,0.024008923,0.02577058,0.02577058,0.779197862
ENST00000484302,ENSG00000108511,HOXB6,0.000983162,0.020700515,0.542524462,0.164635769,5.664489772,0.093036039,0.015337146,-0.00490603,0.038872727,0.038872727,0.782696824
ENST00000258729,ENSG00000136231,IGF2BP3,1.88E-06,8.42E-05,0.542884475,0.113918637,8.10190168,0.106453797,0.001760408,0.024194503,0.020995343,0.024194503,0.783216213
ENST00000277900,ENSG00000148700,ADD3,3.57E-05,0.001173618,0.543040699,0.131367147,7.796724691,0.11383919,0.000921228,0.033593426,0.020371264,0.033593426,0.783441596
ENST00000234827,ENSG00000116205,TCEANC2,1.94E-05,0.000685564,0.54304772,0.127144072,6.172899765,0.107662337,0.003488899,0.023816885,0.028842331,0.028842331,0.783451726
ENST00000254351,ENSG00000115884,SDC1,3.02E-05,0.00101383,0.543469437,0.130256676,7.676715614,0.11347424,0.001232415,0.032701189,0.020306846,0.032701189,0.784060135
ENST00000443585,ENSG00000235162,C12orf75,2.59E-06,0.000113118,0.543548949,0.11563471,6.804473081,0.094830755,0.003826819,0.008327242,0.022915953,0.022915953,0.784174846
ENST00000230048,ENSG00000112304,ACOT13,5.98E-05,0.00184737,0.544578283,0.135683684,5.960797729,0.097889962,0.004657289,0.010692498,0.032162835,0.032162835,0.78565986
ENST00000324607,ENSG00000172197,MBOAT1,2.43E-05,0.000833813,0.5448915,0.129070617,6.086234752,0.101305084,0.003236591,0.015983758,0.030081857,0.030081857,0.786111736
ENST00000155926,ENSG00000071575,TRIB2,2.50E-05,0.000854663,0.545826758,0.129489483,8.009526946,0.113866288,0.001483523,0.032051529,0.020734986,0.032051529,0.787461027
ENST00000265028,ENSG00000090520,DNAJB11,1.29E-07,7.25E-06,0.545849073,0.103365616,8.032231659,0.09481214,0.000575801,0.010721291,0.0207931,0.0207931,0.787493221
ENST00000266712,ENSG00000139324,TMTC3,1.15E-06,5.34E-05,0.547562606,0.11255599,6.725680839,0.107382261,0.001668088,0.023669614,0.023443196,0.023669614,0.789965325
ENST00000542230,ENSG00000142188,TMEM50B,0.000230079,0.006002529,0.549509765,0.149182562,5.608678562,0.103313523,0.004009605,0.015869179,0.040501269,0.040501269,0.792774479
ENST00000573374,ENSG00000263160,TMEM50B,0.000230079,0.006002529,0.549509765,0.149182562,5.608678562,0.103313523,0.004009605,0.015869179,0.040501269,0.040501269,0.792774479
ENST00000300853,ENSG00000012061,ERCC1,0.000109589,0.003135012,0.551119028,0.142469931,6.161638161,0.11828838,0.011600134,0.025158915,0.028995229,0.028995229,0.795096154
ENST00000369026,ENSG00000143384,MCL1,3.33E-06,0.000141828,0.551155979,0.118538924,8.233329561,0.110880506,0.003568258,0.024534695,0.021477788,0.024534695,0.795149463
ENST00000531380,ENSG00000174804,FZD4,0.000168417,0.00458692,0.551825047,0.146675698,5.70772599,0.089362158,0.005325868,-0.002573646,0.037701653,0.037701653,0.796114724
ENST00000396594,ENSG00000159921,GNE,1.89E-07,1.04E-05,0.552357258,0.106023703,7.389844064,0.091728154,0.001925369,0.003391297,0.020556682,0.020556682,0.796882541
ENST00000310430,ENSG00000173273,TNKS,7.93E-08,4.70E-06,0.553722256,0.103138194,7.481034203,0.097219459,0.00085953,0.010360393,0.020415444,0.020415444,0.798851816
